GEOID_2019,ST_ABBREV,TURBZNAME,TURBZCODE,TLIFENAME,TLIFECODE,TSEGNAME,households,urbanization,lifemode,segment
240338046001,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338046002,MD,Urban Periphery,2,Ethnic Enclaves,7,American Dreamers,29,Urban Periphery,Ethnic Enclaves,American Dreamers
240338047001,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338047002,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338047003,MD,Urban Periphery,2,Ethnic Enclaves,7,American Dreamers,29,Urban Periphery,Ethnic Enclaves,American Dreamers
240338048011,MD,Metro Cities,3,Midtown Singles,11,Young and Restless,52,Metro Cities,Midtown Singles,Young and Restless
240338048012,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338048021,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338048022,MD,Metro Cities,3,Midtown Singles,11,Set to Impress,54,Metro Cities,Midtown Singles,Set to Impress
240338049001,MD,Metro Cities,3,Senior Styles,9,Social Security Set,45,Metro Cities,Senior Styles,Social Security Set
240338049002,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240338049003,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338050001,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338050002,MD,Metro Cities,3,Senior Styles,9,Retirement Communities,44,Metro Cities,Senior Styles,Retirement Communities
240338050003,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338051011,MD,Urban Periphery,2,Ethnic Enclaves,7,Barrios Urbanos,30,Urban Periphery,Ethnic Enclaves,Barrios Urbanos
240338051012,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338052011,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240338052012,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240338052021,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240338052022,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338055001,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338055002,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338056011,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338056012,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338056013,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338056021,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338056022,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338057001,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240338057002,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338057003,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338058011,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338058012,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338058021,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338058022,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240338059041,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338059042,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338059061,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338059062,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338059071,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338059072,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338059073,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338059081,MD,Metro Cities,3,Midtown Singles,11,Set to Impress,54,Metro Cities,Midtown Singles,Set to Impress
240338059082,MD,Metro Cities,3,Midtown Singles,11,Young and Restless,52,Metro Cities,Midtown Singles,Young and Restless
240338059091,MD,Metro Cities,3,Scholars and Patriots,14,College Towns,66,Metro Cities,Scholars and Patriots,College Towns
240338059092,MD,Metro Cities,3,Midtown Singles,11,Young and Restless,52,Metro Cities,Midtown Singles,Young and Restless
240338060001,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240338060002,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240338061001,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338061002,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338061003,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338062001,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338062002,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338063001,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338063002,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240338064001,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240338064002,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240338064003,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240338065011,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240338065012,MD,Urban Periphery,2,Ethnic Enclaves,7,American Dreamers,29,Urban Periphery,Ethnic Enclaves,American Dreamers
240338065013,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338066011,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338066012,MD,Urban Periphery,2,Ethnic Enclaves,7,American Dreamers,29,Urban Periphery,Ethnic Enclaves,American Dreamers
240338066013,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240338066021,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240338066022,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338066023,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240338067061,MD,Metro Cities,3,Middle Ground,8,Emerald City,34,Metro Cities,Middle Ground,Emerald City
240338067062,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338067063,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338067081,MD,Metro Cities,3,Senior Styles,9,Retirement Communities,44,Metro Cities,Senior Styles,Retirement Communities
240338067082,MD,Metro Cities,3,Middle Ground,8,Emerald City,34,Metro Cities,Middle Ground,Emerald City
240338067083,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240338067101,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338067102,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240338067103,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240338067111,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240338067112,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338067113,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240338067121,MD,Principal Urban Center,1,Midtown Singles,11,City Strivers,51,Principal Urban Center,Midtown Singles,City Strivers
240338067122,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240338067131,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338067132,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338067141,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338067142,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338068001,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240338068002,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338068003,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338069001,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338069002,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338069003,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338070001,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240338070002,MD,Metro Cities,3,Middle Ground,8,Emerald City,34,Metro Cities,Middle Ground,Emerald City
240338070003,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240338070004,MD,Metro Cities,3,Scholars and Patriots,14,College Towns,66,Metro Cities,Scholars and Patriots,College Towns
240338071021,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240338071022,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240338072001,MD,Metro Cities,3,Scholars and Patriots,14,Dorms to Diplomas,67,Metro Cities,Scholars and Patriots,Dorms to Diplomas
240338072002,MD,Metro Cities,3,Scholars and Patriots,14,Dorms to Diplomas,67,Metro Cities,Scholars and Patriots,Dorms to Diplomas
240338072003,MD,Metro Cities,3,Scholars and Patriots,14,Dorms to Diplomas,67,Metro Cities,Scholars and Patriots,Dorms to Diplomas
240338072004,MD,Metro Cities,3,Scholars and Patriots,14,College Towns,66,Metro Cities,Scholars and Patriots,College Towns
240338073011,MD,Principal Urban Center,1,Uptown Individuals,3,Metro Renters,11,Principal Urban Center,Uptown Individuals,Metro Renters
240338073012,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338073041,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338073051,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338073052,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240338074041,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338074042,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240338074043,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338074051,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338074052,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338074053,MD,Principal Urban Center,1,Uptown Individuals,3,Trendsetters,12,Principal Urban Center,Uptown Individuals,Trendsetters
240338074071,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240338074072,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240338074073,MD,Metro Cities,3,Midtown Singles,11,Young and Restless,52,Metro Cities,Midtown Singles,Young and Restless
240338074081,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240338074082,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240338074083,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240338074091,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240338074092,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240338074101,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240338074102,MD,Urban Periphery,2,Ethnic Enclaves,7,American Dreamers,29,Urban Periphery,Ethnic Enclaves,American Dreamers
240358101001,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240358101002,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240358102001,MD,Rural,6,Rustic Outposts,10,Rooted Rural,47,Rural,Rustic Outposts,Rooted Rural
240358102002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240358103001,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240358103002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240358104001,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240358104002,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240358104003,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240358105001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240358105002,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240358106001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240358106002,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240358106003,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240358107001,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240358107002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240358108001,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240358108002,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240358108003,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240358109011,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240358109012,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240358109021,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240358109022,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240358110001,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240358110002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240378750001,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240378750002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240378750003,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378751001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240378751002,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240378751003,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240378752011,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378752012,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240378752021,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378752022,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240378752023,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240378753001,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240378753002,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240378753003,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240378754001,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240378754002,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240378754003,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240378754004,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240378755001,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378755002,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378755003,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378756001,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240378756002,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378756003,MD,Rural,6,Rustic Outposts,10,Southern Satellites,46,Rural,Rustic Outposts,Southern Satellites
240378756004,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378756005,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378757001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240378757002,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240378757003,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240378758011,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240378758012,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240378758021,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240378758022,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240378758023,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240378759011,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240378759012,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240378759013,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240378759021,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240378759022,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240378759023,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240378760011,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240378760012,MD,Metro Cities,3,Middle Ground,8,Hardscrabble Road,39,Metro Cities,Middle Ground,Hardscrabble Road
240378760013,MD,Semirural,5,Family Landscapes,4,Middleburg,15,Semirural,Family Landscapes,Middleburg
240378760021,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240378760022,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240378760023,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240378760024,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240378761001,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240378761002,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240378761003,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240378761004,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240378762001,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240378762002,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240378762003,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240378762004,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240399301011,MD,Metro Cities,3,Scholars and Patriots,14,College Towns,66,Metro Cities,Scholars and Patriots,College Towns
240399301012,MD,Metro Cities,3,Scholars and Patriots,14,College Towns,66,Metro Cities,Scholars and Patriots,College Towns
240399301013,MD,Metro Cities,3,Midtown Singles,11,Set to Impress,54,Metro Cities,Midtown Singles,Set to Impress
240399301021,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240399301022,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240399302001,MD,Rural,6,Cozy Country Living,6,Rural Resort Dwellers,25,Rural,Cozy Country Living,Rural Resort Dwellers
240399302002,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240399303001,MD,Rural,6,Cozy Country Living,6,Prairie Living,24,Rural,Cozy Country Living,Prairie Living
240399303002,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240399303003,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240399305001,MD,Rural,6,Rustic Outposts,10,Rooted Rural,47,Rural,Rustic Outposts,Rooted Rural
240399305002,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240399305003,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240399305004,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240399305005,MD,Semirural,5,Cozy Country Living,6,Heartland Communities,26,Semirural,Cozy Country Living,Heartland Communities
240399306001,MD,Metro Cities,3,Hometown,12,Traditional Living,57,Metro Cities,Hometown,Traditional Living
240399306002,MD,Semirural,5,Cozy Country Living,6,Heartland Communities,26,Semirural,Cozy Country Living,Heartland Communities
240399306003,MD,Semirural,5,Hometown,12,Small Town Simplicity,58,Semirural,Hometown,Small Town Simplicity
240399804001,MD,Rural,6,Rustic Outposts,10,Rural Bypasses,50,Rural,Rustic Outposts,Rural Bypasses
240419601001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240419601002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240419602011,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240419602012,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240419602013,MD,Suburban Periphery,4,Senior Styles,9,Silver & Gold,40,Suburban Periphery,Senior Styles,Silver & Gold
240419602014,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
